event_id,event_timestamp,event_name,event_type,customer_identifier,session_id,attempt_id,channel,device_type,os,network_type,step_name,step_sequence,status,error_code,location_raw,ingestion_timestamp,source_system
1351,2026-03-24 09:56:33.927090,kyc_upload,progress,+27832950731,S492,A967,Mobile App,ios,ios 26,4G,kyc_upload,5,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1352,2026-03-24 19:05:33.927090,kyc_upload,progress,+27832898381,S81,A2933,Branch,Android,Android 11,3G,kyc_upload,5,fail,,Cape town,2026-03-28 10:44:33.927090,app
1353,2026-03-27 00:35:33.927090,otp,progress,+27832577701,S1667,A2281,Web,ios,ios 26,4G,otp,3,success,,Durban,2026-03-28 10:44:33.927090,app
1354,2026-03-27 10:26:33.927090,otp,progress,+27839429688,S2703,A3645,Branch,ios,Android 11,4G,otp,3,success,,johannesburg,2026-03-28 10:44:33.927090,app
1355,2026-03-25 03:20:33.927090,phone_entry,progress,+27834063943,S2776,A3095,Branch,ios,ios 26,3G,phone_entry,2,abandon,,Durban,2026-03-28 10:44:33.927090,app
1356,2026-03-23 05:24:33.927090,kyc_upload,progress,+27836155877,S1858,A2998,Branch,ios,ios 26,3G,kyc_upload,5,success,,Durban,2026-03-28 10:44:33.927090,app
1357,2026-03-21 14:26:33.927090,kyc_upload,progress,+27836348762,S63,A521,Branch,ios,ios 26,3G,kyc_upload,5,fail,,Cape town,2026-03-28 10:44:33.927090,app
1358,2026-03-27 06:33:33.927090,start,progress,+27833583820,S360,A4937,USSD,Android,ios 26,3G,start,1,success,,Durban,2026-03-28 10:44:33.927090,app
1359,2026-03-28 04:27:33.927090,otp,progress,+27836534641,S1350,A4854,Web,ios,ios 26,4G,otp,3,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1360,2026-03-24 22:40:33.927090,kyc_upload,progress,+27839515411,S2150,A3446,USSD,ios,Android 11,4G,kyc_upload,5,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1361,2026-03-25 20:10:33.927090,otp,progress,+27836348509,S2187,A476,Branch,ios,Android 11,3G,otp,3,abandon,,Durban,2026-03-28 10:44:33.927090,app
1362,2026-03-26 14:00:33.927090,otp,progress,+27838237972,S783,A2168,Branch,Android,Android 11,4G,otp,3,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1363,2026-03-27 13:58:33.927090,otp,progress,+27834588177,S2035,A642,USSD,Android,ios 26,4G,otp,3,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1364,2026-03-27 11:24:33.927090,otp,progress,+27836002276,S1070,A367,Branch,ios,Android 11,4G,otp,3,success,,johannesburg,2026-03-28 10:44:33.927090,app
1365,2026-03-25 22:40:33.927090,kyc_upload,progress,+27838749767,S1395,A3270,Branch,ios,ios 26,3G,kyc_upload,5,success,,Cape town,2026-03-28 10:44:33.927090,app
1366,2026-03-27 06:12:33.927090,phone_entry,progress,+27834562819,S1851,A656,Mobile App,Android,ios 26,3G,phone_entry,2,success,,Cape town,2026-03-28 10:44:33.927090,app
1367,2026-03-25 13:25:33.927090,start,progress,+27834586598,S687,A1437,Branch,Android,ios 26,3G,start,1,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1368,2026-03-24 17:46:33.927090,start,progress,+27835707396,S2738,A3448,Branch,Android,ios 26,3G,start,1,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1369,2026-03-22 21:48:33.927090,account_created,progress,+27835120160,S1459,A4823,Mobile App,ios,Android 11,3G,account_created,6,success,,Durban,2026-03-28 10:44:33.927090,app
1370,2026-03-23 06:45:33.927090,kyc_upload,progress,+27838890419,S2787,A2334,Web,ios,Android 11,4G,kyc_upload,5,success,,johannesburg,2026-03-28 10:44:33.927090,app
1371,2026-03-27 07:22:33.927090,start,progress,+27838695524,S2817,A4530,Mobile App,ios,Android 11,3G,start,1,fail,,Cape town,2026-03-28 10:44:33.927090,app
1372,2026-03-26 09:16:33.927090,start,progress,+27834419989,S893,A1880,USSD,ios,Android 11,4G,start,1,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1373,2026-03-23 11:32:33.927090,personal_details,progress,+27833722286,S446,A627,USSD,ios,ios 26,3G,personal_details,4,fail,,Durban,2026-03-28 10:44:33.927090,app
1374,2026-03-25 06:30:33.927090,personal_details,progress,+27838636731,S2202,A146,USSD,Android,ios 26,3G,personal_details,4,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1375,2026-03-25 13:37:33.927090,otp,progress,+27832694974,S2928,A1395,Branch,Android,ios 26,3G,otp,3,success,,Durban,2026-03-28 10:44:33.927090,app
1376,2026-03-22 02:26:33.927090,phone_entry,progress,+27835388548,S1708,A3141,Mobile App,ios,Android 11,3G,phone_entry,2,success,,Durban,2026-03-28 10:44:33.927090,app
1377,2026-03-25 13:04:33.927090,account_created,progress,+27832149432,S1041,A4088,Web,ios,Android 11,4G,account_created,6,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1378,2026-03-25 02:40:33.927090,otp,progress,+27836688771,S2870,A3660,Mobile App,ios,ios 26,4G,otp,3,abandon,,Durban,2026-03-28 10:44:33.927090,app
1379,2026-03-26 10:35:33.927090,phone_entry,progress,+27831899686,S1814,A2985,Branch,Android,ios 26,4G,phone_entry,2,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1380,2026-03-22 07:58:33.927090,kyc_upload,progress,+27833426675,S851,A3577,Mobile App,ios,ios 26,3G,kyc_upload,5,fail,,Cape town,2026-03-28 10:44:33.927090,app
1381,2026-03-23 10:10:33.927090,kyc_upload,progress,+27834672586,S2921,A3595,Mobile App,ios,Android 11,3G,kyc_upload,5,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1382,2026-03-23 12:06:33.927090,kyc_upload,progress,+27838740597,S908,A172,Branch,ios,ios 26,4G,kyc_upload,5,fail,,Cape town,2026-03-28 10:44:33.927090,app
1383,2026-03-24 14:11:33.927090,start,progress,+27835909396,S1701,A3,Mobile App,Android,ios 26,3G,start,1,fail,,Durban,2026-03-28 10:44:33.927090,app
1384,2026-03-24 03:35:33.927090,phone_entry,progress,+27833672224,S1428,A3510,Mobile App,Android,ios 26,3G,phone_entry,2,success,,Cape town,2026-03-28 10:44:33.927090,app
1385,2026-03-25 03:30:33.927090,phone_entry,progress,+27832661943,S2971,A193,Web,ios,ios 26,4G,phone_entry,2,fail,,Cape town,2026-03-28 10:44:33.927090,app
1386,2026-03-27 10:10:33.927090,account_created,progress,+27837185412,S1607,A4681,USSD,ios,Android 11,4G,account_created,6,success,,Cape town,2026-03-28 10:44:33.927090,app
1387,2026-03-23 22:04:33.927090,account_created,progress,+27839185190,S726,A772,Web,Android,Android 11,4G,account_created,6,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1388,2026-03-27 03:21:33.927090,start,progress,+27837507635,S2401,A3090,Web,ios,ios 26,3G,start,1,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1389,2026-03-27 14:23:33.927090,kyc_upload,progress,+27832559293,S54,A3174,Mobile App,ios,ios 26,4G,kyc_upload,5,success,,Cape town,2026-03-28 10:44:33.927090,app
1390,2026-03-24 03:48:33.927090,phone_entry,progress,+27831849891,S2446,A4472,Web,Android,Android 11,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.927090,app
1391,2026-03-25 05:16:33.927090,kyc_upload,progress,+27839533475,S58,A1483,Mobile App,Android,ios 26,3G,kyc_upload,5,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1392,2026-03-24 06:48:33.927090,account_created,progress,+27831617749,S1404,A626,Mobile App,ios,ios 26,3G,account_created,6,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1393,2026-03-25 21:00:33.927090,otp,progress,+27833700313,S207,A1219,Mobile App,Android,ios 26,4G,otp,3,success,,Durban,2026-03-28 10:44:33.927090,app
1394,2026-03-28 01:44:33.927090,start,progress,+27839274961,S636,A307,Mobile App,Android,ios 26,4G,start,1,success,,johannesburg,2026-03-28 10:44:33.927090,app
1395,2026-03-22 01:55:33.927090,account_created,progress,+27837651964,S274,A3987,Branch,ios,ios 26,3G,account_created,6,success,,Durban,2026-03-28 10:44:33.927090,app
1396,2026-03-23 00:59:33.927090,personal_details,progress,+27839933533,S1275,A15,Web,Android,ios 26,3G,personal_details,4,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1397,2026-03-25 15:20:33.927090,otp,progress,+27839234513,S699,A1497,USSD,ios,ios 26,4G,otp,3,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1398,2026-03-25 15:28:33.927090,start,progress,+27837101647,S2068,A4829,Mobile App,ios,ios 26,3G,start,1,abandon,,Durban,2026-03-28 10:44:33.927090,app
1399,2026-03-21 18:22:33.927090,otp,progress,+27839306395,S1042,A157,Web,Android,ios 26,4G,otp,3,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1400,2026-03-27 03:20:33.927090,personal_details,progress,+27838180374,S29,A1501,Web,ios,Android 11,4G,personal_details,4,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1401,2026-03-25 15:50:33.927090,phone_entry,progress,+27832062439,S2670,A2844,USSD,Android,ios 26,4G,phone_entry,2,success,,Cape town,2026-03-28 10:44:33.927090,app
1402,2026-03-26 03:51:33.927090,phone_entry,progress,+27831980436,S2213,A1103,Branch,Android,ios 26,3G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.927090,app
1403,2026-03-23 15:02:33.927090,phone_entry,progress,+27834429885,S597,A871,USSD,Android,ios 26,4G,phone_entry,2,success,,johannesburg,2026-03-28 10:44:33.927090,app
1404,2026-03-26 11:04:33.927090,personal_details,progress,+27834160307,S2362,A1570,Branch,Android,ios 26,3G,personal_details,4,success,,Durban,2026-03-28 10:44:33.927090,app
1405,2026-03-26 11:06:33.927090,start,progress,+27835935659,S1654,A1126,Branch,Android,Android 11,4G,start,1,fail,,Cape town,2026-03-28 10:44:33.927090,app
1406,2026-03-28 04:55:33.927090,phone_entry,progress,+27833662873,S353,A861,Web,ios,Android 11,3G,phone_entry,2,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1407,2026-03-25 22:22:33.927090,kyc_upload,progress,+27834968816,S2097,A969,USSD,ios,ios 26,3G,kyc_upload,5,success,,johannesburg,2026-03-28 10:44:33.927090,app
1408,2026-03-23 22:44:33.927090,account_created,progress,+27833577196,S12,A1714,Web,ios,Android 11,4G,account_created,6,success,,johannesburg,2026-03-28 10:44:33.927090,app
1409,2026-03-21 20:58:33.927090,account_created,progress,+27838051545,S2248,A3250,Web,Android,Android 11,3G,account_created,6,fail,,Durban,2026-03-28 10:44:33.927090,app
1410,2026-03-27 14:36:33.927090,otp,progress,+27838739317,S616,A3690,Branch,ios,Android 11,4G,otp,3,success,,Cape town,2026-03-28 10:44:33.927090,app
1411,2026-03-25 13:28:33.927090,account_created,progress,+27836783080,S236,A2301,Mobile App,Android,ios 26,4G,account_created,6,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1412,2026-03-28 03:44:33.927090,phone_entry,progress,+27834733294,S2876,A427,Mobile App,ios,ios 26,3G,phone_entry,2,abandon,,Durban,2026-03-28 10:44:33.927090,app
1413,2026-03-28 01:34:33.927090,otp,progress,+27834174680,S1769,A1354,Web,ios,ios 26,3G,otp,3,success,,Durban,2026-03-28 10:44:33.927090,app
1414,2026-03-22 18:17:33.927090,personal_details,progress,+27835138136,S1252,A2827,Mobile App,Android,ios 26,3G,personal_details,4,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1415,2026-03-25 01:06:33.927090,account_created,progress,+27839861721,S2787,A2566,USSD,Android,Android 11,3G,account_created,6,fail,,Cape town,2026-03-28 10:44:33.927090,app
1416,2026-03-26 13:46:33.927090,kyc_upload,progress,+27835555602,S160,A4945,Mobile App,ios,Android 11,4G,kyc_upload,5,fail,,Cape town,2026-03-28 10:44:33.927090,app
1417,2026-03-21 14:57:33.927090,otp,progress,+27831767329,S660,A1725,Web,Android,ios 26,3G,otp,3,success,,johannesburg,2026-03-28 10:44:33.927090,app
1418,2026-03-26 22:08:33.927090,phone_entry,progress,+27837368453,S2985,A2790,USSD,Android,Android 11,4G,phone_entry,2,fail,,Cape town,2026-03-28 10:44:33.927090,app
1419,2026-03-22 15:22:33.927090,start,progress,+27836380291,S2594,A4336,Mobile App,Android,ios 26,4G,start,1,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1420,2026-03-22 07:51:33.927090,otp,progress,+27836024104,S1317,A4003,Web,ios,ios 26,3G,otp,3,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1421,2026-03-26 06:43:33.927090,personal_details,progress,+27832586325,S97,A970,Web,ios,Android 11,3G,personal_details,4,fail,,Cape town,2026-03-28 10:44:33.927090,app
1422,2026-03-24 03:44:33.927090,personal_details,progress,+27837228423,S101,A830,Mobile App,ios,Android 11,4G,personal_details,4,success,,Durban,2026-03-28 10:44:33.927090,app
1423,2026-03-28 08:21:33.927090,phone_entry,progress,+27839466020,S1212,A261,Web,Android,ios 26,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.927090,app
1424,2026-03-24 17:09:33.927090,kyc_upload,progress,+27835319106,S1501,A4904,Branch,ios,ios 26,3G,kyc_upload,5,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1425,2026-03-23 09:06:33.927090,personal_details,progress,+27832590865,S2627,A4974,Web,ios,Android 11,3G,personal_details,4,success,,johannesburg,2026-03-28 10:44:33.927090,app
1426,2026-03-22 15:06:33.927090,start,progress,+27831890082,S972,A1946,USSD,ios,Android 11,4G,start,1,fail,,Cape town,2026-03-28 10:44:33.927090,app
1427,2026-03-26 04:40:33.927090,otp,progress,+27831730298,S245,A2638,Mobile App,ios,ios 26,3G,otp,3,success,,Durban,2026-03-28 10:44:33.927090,app
1428,2026-03-22 13:42:33.927090,phone_entry,progress,+27836503615,S451,A4511,USSD,Android,Android 11,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.927090,app
1429,2026-03-26 14:55:33.927090,otp,progress,+27834352386,S1922,A903,Branch,Android,ios 26,4G,otp,3,abandon,,Durban,2026-03-28 10:44:33.927090,app
1430,2026-03-26 22:18:33.927090,kyc_upload,progress,+27839688979,S1431,A4157,Mobile App,ios,Android 11,4G,kyc_upload,5,success,,Cape town,2026-03-28 10:44:33.927090,app
1431,2026-03-27 20:02:33.927090,start,progress,+27832094668,S2420,A4425,Mobile App,Android,Android 11,4G,start,1,abandon,,Durban,2026-03-28 10:44:33.927090,app
1432,2026-03-28 01:11:33.927090,otp,progress,+27838774414,S356,A4410,Branch,Android,Android 11,4G,otp,3,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1433,2026-03-27 02:27:33.927090,otp,progress,+27832912137,S1393,A1804,Mobile App,Android,ios 26,4G,otp,3,success,,Cape town,2026-03-28 10:44:33.927090,app
1434,2026-03-24 01:14:33.927090,kyc_upload,progress,+27834647900,S741,A4913,Mobile App,ios,Android 11,3G,kyc_upload,5,success,,Durban,2026-03-28 10:44:33.927090,app
1435,2026-03-23 02:01:33.927090,otp,progress,+27835503973,S765,A2062,USSD,Android,Android 11,4G,otp,3,success,,johannesburg,2026-03-28 10:44:33.927090,app
1436,2026-03-26 19:47:33.927090,account_created,progress,+27834908316,S1038,A3448,Branch,ios,Android 11,3G,account_created,6,success,,johannesburg,2026-03-28 10:44:33.927090,app
1437,2026-03-26 03:46:33.927090,kyc_upload,progress,+27835565235,S301,A4661,Mobile App,ios,Android 11,4G,kyc_upload,5,fail,,Cape town,2026-03-28 10:44:33.927090,app
1438,2026-03-24 17:52:33.927090,personal_details,progress,+27838433550,S881,A2596,Web,ios,Android 11,3G,personal_details,4,success,,johannesburg,2026-03-28 10:44:33.927090,app
1439,2026-03-25 14:00:33.927090,otp,progress,+27836457712,S1068,A1261,Mobile App,Android,ios 26,4G,otp,3,success,,Durban,2026-03-28 10:44:33.927090,app
1440,2026-03-27 04:12:33.927090,personal_details,progress,+27834688941,S2900,A3043,USSD,ios,Android 11,3G,personal_details,4,success,,Cape town,2026-03-28 10:44:33.927090,app
1441,2026-03-23 03:02:33.927090,kyc_upload,progress,+27834949961,S1270,A4400,Branch,Android,Android 11,4G,kyc_upload,5,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1442,2026-03-28 05:29:33.927090,kyc_upload,progress,+27838360935,S307,A4007,Mobile App,ios,ios 26,3G,kyc_upload,5,abandon,,Durban,2026-03-28 10:44:33.927090,app
1443,2026-03-22 01:35:33.927090,start,progress,+27837585361,S1903,A1802,Branch,ios,ios 26,4G,start,1,fail,,Cape town,2026-03-28 10:44:33.927090,app
1444,2026-03-25 02:34:33.927090,phone_entry,progress,+27831149278,S2584,A3102,Branch,Android,ios 26,3G,phone_entry,2,success,,Cape town,2026-03-28 10:44:33.927090,app
1445,2026-03-27 02:05:33.927090,otp,progress,+27835489966,S2526,A1988,USSD,Android,Android 11,4G,otp,3,fail,,Cape town,2026-03-28 10:44:33.927090,app
1446,2026-03-25 16:57:33.927090,start,progress,+27834470766,S2562,A2984,Branch,Android,ios 26,4G,start,1,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1447,2026-03-21 12:12:33.927090,start,progress,+27838643059,S245,A81,USSD,ios,Android 11,4G,start,1,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1448,2026-03-22 11:23:33.927090,otp,progress,+27832493395,S935,A4113,Branch,Android,Android 11,4G,otp,3,success,,Cape town,2026-03-28 10:44:33.927090,app
1449,2026-03-24 22:10:33.927090,personal_details,progress,+27833766858,S1015,A1020,USSD,ios,Android 11,3G,personal_details,4,success,,Cape town,2026-03-28 10:44:33.927090,app
1450,2026-03-24 13:31:33.927090,personal_details,progress,+27832261763,S2902,A498,Web,Android,Android 11,4G,personal_details,4,success,,Cape town,2026-03-28 10:44:33.927090,app
1451,2026-03-22 23:39:33.927090,start,progress,+27838793501,S616,A2208,Branch,ios,Android 11,4G,start,1,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1452,2026-03-26 10:30:33.927090,otp,progress,+27834102830,S893,A4135,Branch,Android,ios 26,3G,otp,3,abandon,,Durban,2026-03-28 10:44:33.927090,app
1453,2026-03-24 13:37:33.927090,personal_details,progress,+27839101520,S965,A4677,Web,ios,Android 11,3G,personal_details,4,abandon,,Durban,2026-03-28 10:44:33.927090,app
1454,2026-03-23 16:15:33.927090,personal_details,progress,+27834440020,S1253,A4784,Mobile App,ios,Android 11,3G,personal_details,4,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1455,2026-03-27 05:23:33.927090,account_created,progress,+27839238794,S2598,A419,Web,Android,ios 26,4G,account_created,6,success,,Cape town,2026-03-28 10:44:33.927090,app
1456,2026-03-26 02:56:33.927090,start,progress,+27833311998,S294,A4258,Web,ios,ios 26,4G,start,1,success,,Durban,2026-03-28 10:44:33.927090,app
1457,2026-03-27 20:35:33.927090,start,progress,+27833486930,S1417,A2147,Web,ios,ios 26,4G,start,1,fail,,Cape town,2026-03-28 10:44:33.927090,app
1458,2026-03-22 13:42:33.927090,start,progress,+27839578349,S632,A139,Branch,ios,Android 11,4G,start,1,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1459,2026-03-24 19:06:33.927090,otp,progress,+27835180734,S2328,A739,Web,Android,Android 11,4G,otp,3,success,,Cape town,2026-03-28 10:44:33.927090,app
1460,2026-03-21 20:50:33.927090,phone_entry,progress,+27835678924,S120,A289,USSD,ios,ios 26,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.927090,app
1461,2026-03-24 17:13:33.927090,start,progress,+27836802072,S2530,A218,Mobile App,Android,Android 11,3G,start,1,success,,johannesburg,2026-03-28 10:44:33.927090,app
1462,2026-03-26 22:35:33.927090,account_created,progress,+27833846198,S2406,A2790,Web,Android,ios 26,3G,account_created,6,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1463,2026-03-24 21:00:33.927090,phone_entry,progress,+27831924011,S1997,A2674,Mobile App,ios,ios 26,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.927090,app
1464,2026-03-25 20:13:33.927090,kyc_upload,progress,+27838412707,S472,A2504,Mobile App,ios,Android 11,4G,kyc_upload,5,success,,Durban,2026-03-28 10:44:33.927090,app
1465,2026-03-27 11:14:33.927090,account_created,progress,+27832470093,S1257,A2805,Web,Android,ios 26,3G,account_created,6,fail,,Durban,2026-03-28 10:44:33.927090,app
1466,2026-03-27 18:57:33.927090,kyc_upload,progress,+27832462126,S2061,A3012,USSD,Android,Android 11,4G,kyc_upload,5,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1467,2026-03-26 09:08:33.927090,kyc_upload,progress,+27839436148,S674,A2335,Web,ios,ios 26,3G,kyc_upload,5,abandon,,Durban,2026-03-28 10:44:33.927090,app
1468,2026-03-22 02:29:33.927090,kyc_upload,progress,+27839788626,S1952,A1783,Mobile App,Android,Android 11,3G,kyc_upload,5,abandon,,Durban,2026-03-28 10:44:33.927090,app
1469,2026-03-22 20:01:33.927090,personal_details,progress,+27835983108,S2401,A2393,Web,ios,Android 11,4G,personal_details,4,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1470,2026-03-26 16:04:33.927090,otp,progress,+27832665675,S901,A1960,USSD,Android,ios 26,3G,otp,3,success,,johannesburg,2026-03-28 10:44:33.927090,app
1471,2026-03-26 14:59:33.927090,personal_details,progress,+27835476340,S975,A2036,Mobile App,Android,ios 26,3G,personal_details,4,success,,Cape town,2026-03-28 10:44:33.927090,app
1472,2026-03-28 09:13:33.927090,otp,progress,+27838790303,S2285,A3259,Web,Android,Android 11,4G,otp,3,success,,Durban,2026-03-28 10:44:33.927090,app
1473,2026-03-23 17:38:33.927090,otp,progress,+27836198973,S789,A1381,Branch,Android,ios 26,3G,otp,3,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1474,2026-03-27 18:19:33.927090,start,progress,+27834186014,S679,A4352,USSD,Android,Android 11,4G,start,1,success,,johannesburg,2026-03-28 10:44:33.927090,app
1475,2026-03-24 14:02:33.927090,start,progress,+27835594686,S876,A755,Mobile App,ios,ios 26,4G,start,1,abandon,,Durban,2026-03-28 10:44:33.927090,app
1476,2026-03-25 15:17:33.927090,otp,progress,+27831182432,S2496,A2874,Branch,Android,Android 11,3G,otp,3,fail,,Cape town,2026-03-28 10:44:33.927090,app
1477,2026-03-24 22:42:33.927090,kyc_upload,progress,+27835530856,S1675,A3897,Web,ios,ios 26,3G,kyc_upload,5,fail,,Durban,2026-03-28 10:44:33.927090,app
1478,2026-03-26 19:34:33.927090,personal_details,progress,+27834101417,S805,A3402,USSD,ios,ios 26,3G,personal_details,4,success,,Cape town,2026-03-28 10:44:33.927090,app
1479,2026-03-23 07:59:33.927090,phone_entry,progress,+27834645723,S414,A3695,Web,Android,ios 26,3G,phone_entry,2,abandon,,Durban,2026-03-28 10:44:33.927090,app
1480,2026-03-25 23:18:33.927090,phone_entry,progress,+27833171571,S968,A1038,Web,Android,Android 11,4G,phone_entry,2,success,,Durban,2026-03-28 10:44:33.927090,app
1481,2026-03-24 04:26:33.927090,start,progress,+27837728749,S1545,A1482,Mobile App,Android,ios 26,3G,start,1,abandon,,Durban,2026-03-28 10:44:33.927090,app
1482,2026-03-24 23:20:33.927090,account_created,progress,+27834590563,S2962,A1655,Web,ios,ios 26,3G,account_created,6,success,,Cape town,2026-03-28 10:44:33.927090,app
1483,2026-03-25 23:07:33.927090,personal_details,progress,+27836110097,S893,A2869,Web,Android,Android 11,3G,personal_details,4,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1484,2026-03-22 14:55:33.927090,account_created,progress,+27833842629,S863,A3370,Mobile App,ios,ios 26,4G,account_created,6,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1485,2026-03-26 06:40:33.927090,otp,progress,+27834589262,S1860,A2876,Branch,Android,ios 26,3G,otp,3,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1486,2026-03-23 22:27:33.927090,phone_entry,progress,+27837300289,S819,A3781,USSD,Android,ios 26,4G,phone_entry,2,fail,,Durban,2026-03-28 10:44:33.927090,app
1487,2026-03-26 18:01:33.927090,phone_entry,progress,+27832385734,S1064,A2418,Branch,ios,Android 11,4G,phone_entry,2,fail,,johannesburg,2026-03-28 10:44:33.927090,app
1488,2026-03-24 14:46:33.927090,otp,progress,+27835012815,S2206,A613,Branch,Android,ios 26,4G,otp,3,success,,johannesburg,2026-03-28 10:44:33.927090,app
1489,2026-03-23 10:24:33.927090,start,progress,+27839322688,S126,A3239,Mobile App,ios,Android 11,3G,start,1,fail,,Cape town,2026-03-28 10:44:33.927090,app
1490,2026-03-27 08:27:33.927090,start,progress,+27839541866,S1274,A3243,USSD,Android,ios 26,4G,start,1,success,,Cape town,2026-03-28 10:44:33.927090,app
1491,2026-03-24 04:51:33.927090,phone_entry,progress,+27837379671,S2418,A4158,Web,ios,ios 26,3G,phone_entry,2,success,,Cape town,2026-03-28 10:44:33.927090,app
1492,2026-03-26 19:19:33.927090,start,progress,+27839110345,S2005,A3817,Mobile App,ios,ios 26,3G,start,1,abandon,,Durban,2026-03-28 10:44:33.927090,app
1493,2026-03-28 03:22:33.927090,otp,progress,+27832318986,S2259,A190,Branch,Android,ios 26,3G,otp,3,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1494,2026-03-27 11:05:33.927090,start,progress,+27835700461,S2661,A3516,Web,Android,ios 26,4G,start,1,success,,Durban,2026-03-28 10:44:33.927090,app
1495,2026-03-24 18:36:33.927090,kyc_upload,progress,+27836995086,S997,A3690,Mobile App,Android,ios 26,4G,kyc_upload,5,fail,,Durban,2026-03-28 10:44:33.927090,app
1496,2026-03-25 11:20:33.927090,phone_entry,progress,+27835151725,S2314,A2172,USSD,Android,Android 11,3G,phone_entry,2,success,,johannesburg,2026-03-28 10:44:33.927090,app
1497,2026-03-24 00:16:33.927090,kyc_upload,progress,+27834224611,S134,A4206,Mobile App,ios,ios 26,4G,kyc_upload,5,abandon,,johannesburg,2026-03-28 10:44:33.927090,app
1498,2026-03-23 16:09:33.927090,personal_details,progress,+27837685172,S189,A1721,Branch,ios,ios 26,4G,personal_details,4,fail,,Cape town,2026-03-28 10:44:33.927090,app
1499,2026-03-22 06:30:33.927090,start,progress,+27834831514,S2599,A3452,Web,ios,ios 26,3G,start,1,abandon,,Cape town,2026-03-28 10:44:33.927090,app
1500,2026-03-26 23:35:33.927090,start,progress,+27835159626,S2244,A3905,USSD,ios,ios 26,3G,start,1,abandon,,Durban,2026-03-28 10:44:33.927090,app
1501,2026-03-23 14:13:33.927090,personal_details,progress,+27832330205,S1255,A1914,Mobile App,ios,ios 26,3G,personal_details,4,abandon,,Durban,2026-03-28 10:44:33.927090,app
1502,2026-03-23 06:45:33.927090,account_created,progress,+27832389973,S868,A1277,USSD,Android,ios 26,4G,account_created,6,abandon,,Durban,2026-03-28 10:44:33.927090,app
1503,2026-03-21 20:39:33.927090,otp,progress,+27835154108,S796,A4624,Web,Android,ios 26,4G,otp,3,fail,,Durban,2026-03-28 10:44:33.927090,app
1504,2026-03-28 08:46:33.927090,otp,progress,+27839876479,S1280,A3870,Mobile App,Android,Android 11,4G,otp,3,fail,,Durban,2026-03-28 10:44:33.927090,app
1505,2026-03-23 21:31:33.927090,kyc_upload,progress,+27834559549,S1210,A3608,Web,Android,Android 11,3G,kyc_upload,5,fail,,Cape town,2026-03-28 10:44:33.927090,app
1506,2026-03-22 17:57:33.927090,phone_entry,progress,+27835311048,S2942,A1590,USSD,ios,ios 26,4G,phone_entry,2,abandon,,Durban,2026-03-28 10:44:33.927090,app
1507,2026-03-23 22:58:33.927090,personal_details,progress,+27831039589,S2947,A448,USSD,ios,Android 11,4G,personal_details,4,fail,,johannesburg,2026-03-28 10:44:33.927090,app
